Satellite Name,Country,Operator,Purpose,Orbit Class,Launch Date,Expected Lifetime,Launch Mass (kg.)
"Navstar GPS IIR-2 (Navstar SVN 43, PRN 13, USA 132)",USA,DoD/US Air Force,Navigation/Global Positioning,MEO,1997-07-23,10.0,2217.0
"Navstar GPS IIR-3 (Navstar SVN 46, PRN 11, USA 145)",USA,DoD/US Air Force,Navigation/Global Positioning,MEO,1999-10-07,10.0,2217.0
"Navstar GPS IIR-4 (Navstar SVN 51, PRN 20, USA 150)",USA,DoD/US Air Force,Navigation/Global Positioning,MEO,2000-05-11,10.0,2217.0
"Navstar GPS IIR-5 (Navstar SVN 44, PRN 28, USA 151)",USA,DoD/US Air Force,Navigation/Global Positioning,MEO,2000-07-16,10.0,2217.0
"Navstar GPS IIR-6 (Navstar SVN 41, PRN 14, USA 154)",USA,DoD/US Air Force,Navigation/Global Positioning,MEO,2000-11-10,10.0,2217.0
"Navstar GPS IIR-7 (Navstar SVN 54, PRN 18, USA 156)",USA,DoD/US Air Force,Navigation/Global Positioning,MEO,2001-01-30,10.0,2217.0
"Navstar GPS IIR-8 (Navstar SVN 56, PRN 16, USA 166)",USA,DoD/US Air Force,Navigation/Global Positioning,MEO,2003-01-29,10.0,2217.0
"Navstar GPS IIR-9 (Navstar SVN 45, PRN 21, USA 168)",USA,DoD/US Air Force,Navigation/Global Positioning,MEO,2003-03-31,10.0,2217.0
"Navstar GPS IIR-M-1 (Navstar SVN 53, PRN 17, USA 183)",USA,DoD/US Air Force,Navigation/Global Positioning,MEO,2005-09-26,10.0,2217.0
"Navstar GPS IIR-M-2 (Navstar SVN 52, PRN 31, USA 190)",USA,DoD/US Air Force,Navigation/Global Positioning,MEO,2006-09-25,10.0,2060.0
"Navstar GPS IIR-M-3 (Navstar SVN 58, PRN 12, USA 192)",USA,DoD/US Air Force,Navigation/Global Positioning,MEO,2006-11-17,10.0,2060.0
"Navstar GPS IIR-M-4 (Navstar SVN 55, PRN 15, USA 196)",USA,DoD/US Air Force,Navigation/Global Positioning,MEO,2007-10-17,10.0,2217.0
"Navstar GPS IIR-M-5 (Navstar SVN 57, PRN 29, USA 199)",USA,DoD/US Air Force,Navigation/Global Positioning,MEO,2007-12-20,10.0,2060.0
"Navstar GPS IIR-M-6 (Navstar SVN 48, PRN 07, USA 201)",USA,DoD/US Air Force,Navigation/Global Positioning,MEO,2008-03-15,10.0,2217.0
"Navstar GPS IIR-M-8 (Navstar SVN 50, PRN 05, USA 206)",USA,DoD/US Air Force,Navigation/Global Positioning,MEO,2009-08-17,10.0,2059.0
Naxing 2,China,Tsinghua University,Technology Development,LEO,2015-09-19,10.0,20.0
NBN-1A (Sky Muster),Australia,NBN Co (operated by Optus),Communications,GEO,2015-09-30,10.0,6440.0
NEOSSat (Near Earth Object Surveillance Satellite),Canada,Canadian Space Agency,Space Observation,LEO,2013-02-25,10.0,74.0
NigComSat-1R,Nigeria,NigComSat,Communications,GEO,2011-12-17,15.0,5150.0
NigeriaSat-2,Nigeria,National Space Research and Development Agency (NASRDA),Earth Observation,LEO,2011-08-17,7.0,300.0
Nigeriasat-X,Nigeria,National Space Research and Development Agency (NASRDA),Earth Observation/Technology Development,LEO,2011-08-17,10.0,100.0
Nilesat 102 ,Egypt,Egyptian Radio and TV Union ,Communications,GEO,2000-08-17,15.0,1825.0
Nilesat 201,Egypt,Egyptian Radio and TV Union ,Communications,GEO,2010-08-04,15.0,3200.0
Nimiq 2 ,Canada,"Telesat Canada Ltd. (BCE, Inc.)",Communications,GEO,2002-12-29,12.0,3600.0
Nimiq 4,Canada,"Telesat Canada Ltd. (BCE, Inc.)",Communications,GEO,2008-09-19,15.0,4850.0
Nimiq 5,Canada,Echostar Corporation (entire payload leased from Telesat Canada Ltd.),Communications,GEO,2009-09-17,15.0,4745.0
Nimiq 6,Canada,"Telesat Canada Ltd. (BCE, Inc.)",Communications,GEO,2012-05-18,15.0,4745.0
NOAA-15 (NOAA-K),USA,National Oceanographic and Atmospheric Administration (NOAA) (part of international program),Earth Observation,LEO,1998-05-13,3.0,2223.0
"NOAA-18 (NOAA-N, COSPAS-SARSAT)",USA,National Oceanographic and Atmospheric Administration (NOAA) (part of international program),Earth Observation,LEO,2005-05-20,3.0,2223.0
"NOAA-19 (NOAA-N Prime, COSPAS-SARSAT)",USA,National Oceanographic and Atmospheric Administration (NOAA) (part of international program),Earth Observation,LEO,2009-02-06,3.0,1420.0
NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),USA,National Oceanographic and Atmospheric Administration (NOAA)/NASA,Earth Observation,LEO,2011-10-28,10.0,2128.0
NPS-SCAT (Naval Post-graduate School - Solar Cell Array Tester),USA,Naval Post-Graduate School,Technology Development,LEO,2013-11-19,10.0,1.0
"NSS-10 (Star One C-12, AMC-12, Americom 12, Worldsat 2)",Netherlands,SES (Société Européenne des Satellites (SES)),Communications,GEO,2005-02-03,16.0,5396.0
"NSS-11 (Worldsat-1, AAP-1, GE-1A) ",Netherlands,SES (Société Européenne des Satellites (SES)),Communications,GEO,2000-10-02,15.0,3582.0
NSS-12,Netherlands,SES (Société Européenne des Satellites (SES)),Communications,GEO,2009-10-29,15.0,1200.0
NSS-5 (Intelsat 803),Netherlands,SES World Skies/Intelsat [SES] (shared capacity),Communications,GEO,1997-09-23,14.0,3412.0
NSS-6 ,Netherlands,SES (Société Européenne des Satellites (SES)),Communications,GEO,2002-12-17,10.0,4575.0
NSS-7 ,Netherlands,SES (Société Européenne des Satellites (SES)),Communications,GEO,2002-04-16,14.0,4500.0
NSS-806 (Intelsat 806),Netherlands,SES/Intelsat (SES [Société Européenne des Satellites (SES)]) (shared capacity),Communications,GEO,1998-02-19,12.0,3720.0
NSS-9,Netherlands,SES (Société Européenne des Satellites (SES)),Communications,GEO,2009-02-11,15.0,2238.0
N-Star C ,Japan,Sky Perfect JSAT Corporation,Communications,GEO,2002-07-05,15.0,1625.0
"NUDT Phonesat (National University of Defense Technology Phone Satellite, CAS-3I)",China,National University of Defense Technology/CAMSAT,Technology Demonstration,LEO,2015-09-19,10.0,0.0
ÑuSat-1 (Fresco),Argentina,Satellogic,Earth Observation,LEO,2016-05-29,10.0,35.0
ÑuSat-2 (Batata),Argentina,Satellogic,Earth Observation,LEO,2016-05-29,10.0,35.0
NuSTAR (Nuclear Spectroscopic Telescope Array),USA,National Aeronautics and Space Administration (NASA),Space Science,LEO,2012-06-13,2.0,360.0
"O/OREOS (Organism/Organic Exposure to Orbital Stresses, USA 219)",USA,NASA-Ames Research Center/Stanford University,Space Science,LEO,2010-11-20,5.0,5.5
O3b FM02,United Kingdom,O3b Networks Ltd.,Communications,MEO,2013-06-25,10.0,700.0
O3b FM03,United Kingdom,O3b Networks Ltd.,Communications,MEO,2014-07-10,10.0,650.0
O3b FM04,United Kingdom,O3b Networks Ltd.,Communications,MEO,2013-06-25,10.0,700.0
O3b FM05 (Other 3 Billion),United Kingdom,O3b Networks Ltd.,Communications,MEO,2013-06-25,10.0,700.0
O3b FM06,United Kingdom,O3b Networks Ltd.,Communications,MEO,2014-07-10,10.0,650.0
O3B FM07,United Kingdom,O3b Networks Ltd.,Communications,MEO,2014-07-10,10.0,650.0
O3B FM08,United Kingdom,O3b Networks Ltd.,Communications,MEO,2014-07-10,10.0,650.0
O3B FM09,United Kingdom,O3b Networks Ltd.,Communications,MEO,2014-12-18,10.0,650.0
O3B FM10,United Kingdom,O3b Networks Ltd.,Communications,MEO,2014-12-18,10.0,650.0
O3B FM11,United Kingdom,O3b Networks Ltd.,Communications,MEO,2014-12-18,10.0,650.0
O3B FM12,United Kingdom,O3b Networks Ltd.,Communications,MEO,2014-12-18,10.0,650.0
O3b PFM,United Kingdom,O3b Networks Ltd.,Communications,MEO,2013-06-25,10.0,700.0
Oceansat-2,India,Indian Space Research Organization (ISRO),Earth Observation,LEO,2009-09-23,5.0,960.0
OCO 2  (Orbiting Carbon Observatory),USA,National Aeronautics and Space Administration (NASA),Earth Observation,LEO,2014-07-02,2.0,454.0
Odin ,Sweden,Swedish National Space Board,Earth Observation,LEO,2001-02-20,2.0,250.0
Ofeq 10,Israel,Ministry of Defense,Earth Observation,LEO,2014-04-09,5.0,300.0
Ofeq 5 ,Israel,Ministry of Defense,Earth Observation,LEO,2002-05-28,4.0,300.0
Ofeq 7,Israel,Ministry of Defense,Earth Observation,LEO,2007-06-10,5.0,300.0
Ofeq 9,Israel,Ministry of Defense,Earth Observation,LEO,2010-06-22,5.0,300.0
OPTOS,Spain,Spanish Space Agency,Technology Development,LEO,2013-11-21,10.0,3.0
Optus 10,Australia,Optus Communications (Parent: Singapore Telecom),Communications,GEO,2014-09-11,15.0,3270.0
Optus and Defence C1 ,Australia,Optus Communications (Parent: Singapore Telecom)/Australian Ministry of Defence,Communications,GEO,2003-06-12,15.0,4800.0
Optus B3,Australia,Optus Communications (Parent: Signapore Telecom),Communications,GEO,1994-08-28,10.0,2858.0
Optus D1 ,Australia,Optus Communications (Parent: Singapore Telecom),Communications,GEO,2006-10-13,15.0,2300.0
Optus D2,Australia,Optus Communications (Parent: Singapore Telecom),Communications,GEO,2007-10-05,15.0,2400.0
Optus D3,Australia,Optus Communications (Parent: Singapore Telecom),Communications,GEO,2009-08-21,15.0,2501.0
ORBCOMM FM-10 (ORBCOMM A2),USA,ORBCOMM Inc.,Communications,LEO,1997-12-23,5.0,45.0
ORBCOMM FM-11 (ORBCOMM A3),USA,ORBCOMM Inc.,Communications,LEO,1997-12-23,5.0,45.0
ORBCOMM FM-12 (ORBCOMM A4),USA,ORBCOMM Inc.,Communications,LEO,1997-12-23,5.0,45.0
ORBCOMM FM-13 (ORBCOMM B1),USA,ORBCOMM Inc.,Communications,LEO,1998-08-02,5.0,45.0
ORBCOMM FM-14 (ORBCOMM B2),USA,ORBCOMM Inc.,Communications,LEO,1998-08-02,5.0,45.0
ORBCOMM FM-15 (ORBCOMM B3),USA,ORBCOMM Inc.,Communications,LEO,1998-08-02,5.0,45.0
ORBCOMM FM-16 (ORBCOMM B4),USA,ORBCOMM Inc.,Communications,LEO,1998-08-02,5.0,45.0
ORBCOMM FM-18 (ORBCOMM B6),USA,ORBCOMM Inc.,Communications,LEO,1998-08-02,5.0,45.0
ORBCOMM FM-19 (ORBCOMM B7),USA,ORBCOMM Inc.,Communications,LEO,1998-08-02,5.0,45.0
ORBCOMM FM-20 (ORBCOMM B8),USA,ORBCOMM Inc.,Communications,LEO,1998-08-02,5.0,45.0
ORBCOMM FM-21 (ORBCOMM C1),USA,ORBCOMM Inc.,Communications,LEO,1998-09-23,5.0,45.0
ORBCOMM FM-23 (ORBCOMM C3),USA,ORBCOMM Inc.,Communications,LEO,1998-09-23,5.0,45.0
ORBCOMM FM-27 (ORBCOMM C7),USA,ORBCOMM Inc.,Communications,LEO,1998-09-23,5.0,45.0
ORBCOMM FM-30 (ORBCOMM D2),USA,ORBCOMM Inc.,Communications,LEO,1999-12-04,5.0,45.0
ORBCOMM FM-31 (ORBCOMM D3),USA,ORBCOMM Inc.,Communications,LEO,1999-12-04,5.0,45.0
ORBCOMM FM-32 (ORBCOMM D4),USA,ORBCOMM Inc.,Communications,LEO,1999-12-04,5.0,45.0
ORBCOMM FM-34 (ORBCOMM D6),USA,ORBCOMM Inc.,Communications,LEO,1999-12-04,5.0,45.0
ORBCOMM FM-35 (ORBCOMM D7),USA,ORBCOMM Inc.,Communications,LEO,1999-12-04,5.0,45.0
ORBCOMM FM-36 (ORBCOMM D8),USA,ORBCOMM Inc.,Communications,LEO,1999-12-04,5.0,45.0
ORBCOMM FM-4 (ORBCOM G2),USA,ORBCOMM Inc.,Communications,LEO,1998-02-10,5.0,45.0
ORBCOMM FM-5 (ORBCOMM A6),USA,ORBCOMM Inc.,Communications,LEO,1997-12-23,5.0,45.0
ORBCOMM FM-6 (ORBCOMM A7),USA,ORBCOMM Inc.,Communications,LEO,1997-12-23,5.0,45.0
ORBCOMM FM-7 (ORBCOMM A8),USA,ORBCOMM Inc.,Communications,LEO,1997-12-23,5.0,45.0
ORBCOMM FM-8 (ORBCOMM A1),USA,ORBCOMM Inc.,Communications,LEO,1997-12-23,5.0,45.0
ORBCOMM FM-9 (ORBCOMM A5),USA,ORBCOMM Inc.,Communications,LEO,1997-12-23,5.0,45.0
ORBCOMM OG2 FM-103,USA,ORBCOMM Inc.,Communications,LEO,2014-07-14,5.0,172.0
ORBCOMM OG2 FM-104,USA,ORBCOMM Inc.,Communications,LEO,2014-07-14,5.0,172.0
ORBCOMM OG2 FM-105,USA,ORBCOMM Inc.,Communications,LEO,2015-12-22,5.0,172.0
ORBCOMM OG2 FM-106,USA,ORBCOMM Inc.,Communications,LEO,2014-07-14,5.0,172.0
ORBCOMM OG2 FM-107,USA,ORBCOMM Inc.,Communications,LEO,2014-07-14,5.0,172.0
ORBCOMM OG2 FM-108,USA,ORBCOMM Inc.,Communications,LEO,2015-12-22,5.0,172.0
ORBCOMM OG2 FM-109,USA,ORBCOMM Inc.,Communications,LEO,2014-07-14,5.0,172.0
ORBCOMM OG2 FM-110,USA,ORBCOMM Inc.,Communications,LEO,2015-12-22,5.0,172.0
ORBCOMM OG2 FM-111,USA,ORBCOMM Inc.,Communications,LEO,2014-07-14,5.0,172.0
ORBCOMM OG2 FM-112,USA,ORBCOMM Inc.,Communications,LEO,2015-12-22,5.0,172.0
ORBCOMM OG2 FM-113,USA,ORBCOMM Inc.,Communications,LEO,2015-12-22,5.0,172.0
ORBCOMM OG2 FM-114,USA,ORBCOMM Inc.,Communications,LEO,2015-12-22,5.0,172.0
ORBCOMM OG2 FM-115,USA,ORBCOMM Inc.,Communications,LEO,2015-12-22,5.0,172.0
ORBCOMM OG2 FM-116,USA,ORBCOMM Inc.,Communications,LEO,2015-12-22,5.0,172.0
ORBCOMM OG2 FM-117,USA,ORBCOMM Inc.,Communications,LEO,2015-12-22,5.0,172.0
ORBCOMM OG2 FM-118,USA,ORBCOMM Inc.,Communications,LEO,2015-12-22,5.0,172.0
ORBCOMM OG2 FM-119,USA,ORBCOMM Inc.,Communications,LEO,2015-12-22,5.0,172.0
OUFTI-1 (Orbital Utility For Telecommunication Innovation),Belgium,University of Liège,Technology Development,LEO,2016-04-25,1.0,1.0
Paksat-1R ,Pakistan,Pakistan Space and Upper Atmosphere Research Commission (SUPARCO)/PakSat International,Communications,GEO,2011-08-11,15.0,5120.0
Palapa C2 ,Indonesia,PT Indosat,Communications,GEO,1996-05-15,15.0,3014.0
Palapa D1,Indonesia,PT Indosat,Communications,GEO,2009-08-31,15.0,4100.0
"PAN-1 (Palladium at Night, P360, USA 207)",USA,Unknown US agency,Communications,GEO,2009-09-08,10.0,1200.0
ParkinsonSat-1,USA,US Naval Academy,Technology Development,LEO,2015-05-20,10.0,5.0
Parus-95 (Cosmos 2407),Russia,Ministry of Defense,Communications,LEO,2004-07-22,2.0,825.0
Parus-96 (Cosmos 2414),Russia,Ministry of Defense,Communications,LEO,2005-01-20,2.0,825.0
Parus-99 (Cosmos 2463),Russia,Ministry of Defense,Communications,LEO,2010-04-27,2.0,820.0
"PCSat (Prototype Communications SATellite, Navy-Oscar 44, NO-44)",USA,US Naval Academy,Communications/Technology Development,LEO,2001-09-30,5.0,10.0
Perseus M1,Russia/USA,Dauria Aerospace,Communications,LEO,2014-06-19,10.0,6.0
Perseus M2,Russia/USA,Dauria Aerospace,Communications,LEO,2014-06-19,10.0,6.0
Persona-2 (Cosmos 2486),Russia,Ministry of Defense,Earth Observation,LEO,2013-06-07,3.0,7000.0
Persona-3 (Cosmos 2506),Russia,Ministry of Defense,Earth Observation,LEO,2015-06-23,3.0,7000.0
Phonesat 2.4,USA,National Aeronautics and Space Administration (NASA),Technology Development,LEO,2013-11-19,10.0,1.0
Pléiades HR1A,France/Italy,"Ministry of Defense/Centre National d'Etudes Spatiales (CNES) - cooperation with Austria, Belgium, Spain, Sweden",Earth Observation,LEO,2011-12-17,5.0,1000.0
Pléiades HR1B,France,"Ministry of Defense/Centre National d'Etudes Spatiales (CNES) - cooperation with Austria, Belgium, Spain, Sweden",Earth Observation,LEO,2012-12-02,5.0,970.0
PolyITAN-1,Ukraine,National Technical University,Technology Development,LEO,2014-06-19,10.0,1.0
Popsat-HIP,Singapore,Microspace Rapid Pte Ltd.,Technology Development,LEO,2014-06-19,10.0,3.0
"Prism (Pico-satellite for Remote-sensing and Innovative Space Missions, Hitomi)",Japan,University of Tokyo,Earth Observation,LEO,2009-01-23,10.0,5.0
Proba 1 (Project for On-Board Autonomy),ESA,European Space Agency (ESA),Technology Demonstration,LEO,2001-10-22,2.0,100.0
Proba 2 (Project for On-Board Autonomy),ESA,European Space Agency (ESA),Technology Demonstration,LEO,2009-11-02,2.0,130.0
Proba V (Project for On-Board Autonomy),ESA,European Space Agency (ESA),Earth Observation,LEO,2013-05-07,2.5,140.0
Prometheus 1A,USA,Los Alamos National Laboratory,Technology Development,LEO,2013-11-19,10.0,1200.0
Prometheus 4A,USA,Los Alamos National Laboratory,Technology Development,LEO,2013-11-19,10.0,1200.0
Prometheus 4B,USA,Los Alamos National Laboratory,Technology Development,LEO,2013-11-19,10.0,1200.0
PropCube-1 (PropCube Merryweather),USA,Naval Post-Graduate School,Space Science,LEO,2015-10-08,10.0,1.0
PropCube-3 (PropCube Flora),USA,Naval Post-Graduate School,Space Science,LEO,2015-10-08,10.0,1.0
PUCPSat-1,Peru,Institute for Radio Astronomy at Pontificia Universidad Católica del Perú (PUCP),Technology Development,LEO,2013-11-21,10.0,1.0
Pujiang-1,China,Shanghai Academy of Space Technology (SAST),Technology Development,LEO,2015-09-24,10.0,1200.0
QB50P1 (EO 79),Belgium,von Karman Institute,Space Science,LEO,2014-06-19,10.0,2.0
QB50P2 (EO 80),Belgium,von Karman Institute,Space Science,LEO,2014-06-19,10.0,2.0
Qsat-EOS (KYUshu SATellite - Earth Observation System),Japan,Kyushu University,Earth Observation,LEO,2014-11-06,10.0,49.0
QuetzSat-1,USA,SES World Skies (SES [Société Européenne des Satellites (SES)]) -- total capacity leased to subsidiary of EchoStar Corp. ,Communications,GEO,2011-09-29,15.0,5514.0
"QZS-1 (Quazi-Zenith Satellite System, Michibiki)",Japan,Japan Aerospace Exploration Agency (JAXA),Navigation/Regional Positioning,GEO,2010-09-11,10.0,4000.0
Radarsat-2 ,Canada,Radarsat International,Earth Observation,LEO,2007-12-14,7.0,2924.0
"Radio-ROSTO (RS-15, Radio Sputnik 15, Russian Defence, Sports and Technical Organization - ROSTO)",Russia,RS3A Control Station,Communications,MEO,1994-12-26,10.0,1200.0
"Raduga 1-8 (Raduga 1-M1, Cosmos 2450)",Russia,Ministry of Defense,Communications,GEO,2009-02-28,5.0,2400.0
Raduga 1-M2 (Raduga 1-9),Russia,Ministry of Defense,Communications,GEO,2010-01-28,5.0,2500.0
Raduga 1-M3 ,Russia,Ministry of Defense,Communications,GEO,2013-11-11,5.0,2400.0
"Rapid Pathfinder Program (NROL-66, USA 225)",USA,National Reconnaissance Office (NRO),Technology Development,LEO,2011-02-06,10.0,350.0
RapidEye-1 (RapidEye-C),Germany,RapidEye AG,Earth Observation,LEO,2008-08-29,7.0,175.0
RapidEye-2 (RapidEye A),Germany,RapidEye AG,Earth Observation,LEO,2008-08-29,7.0,175.0
RapidEye-3 (RapidEye D),Germany,RapidEye AG,Earth Observation,LEO,2008-08-29,7.0,175.0
RapidEye-4 (RapidEye E),Germany,RapidEye AG,Earth Observation,LEO,2008-08-29,7.0,175.0
RapidEye-5 (RapidEye B),Germany,RapidEye AG,Earth Observation,LEO,2008-08-29,7.0,175.0
RASAT,Turkey,Space Technologies Research Institute,Earth Observation,LEO,2011-08-17,3.0,113.0
Rascom-QAF 1R,Multinational,Regional African Satellite Communications Organization (RASCOM),Communications,GEO,2010-08-04,15.0,3050.0
Reimei (Innovative Technology Demonstration Experiment Satellite - INDEX),Japan,Institute of Space and Astronautical Science (ISAS)/Japan Aerospace Exploration Agency (JAXA),Technology Development,LEO,2005-08-23,10.0,70.0
Relek (ICA-FC1),Russia ,Skobeltsyn Institute of Nuclear Physics,Earth Observation,LEO,2014-07-08,10.0,253.0
Resourcesat 2 (exactView-2),India/Canada,Indian Space Research Organization (ISRO)/exactEarth,Earth Observation,LEO,2011-04-20,5.0,1206.0
Resurs-DK1 (Resurs - High Resolution 1),Russia,TsSKB Progress (State Research & Production Space Rocket Center),Earth Observation,LEO,2006-06-15,3.0,6650.0
Resurs-P1,Russia,Russian Federal Space Agency (Roskosmos),Earth Observation,LEO,2013-06-25,3.0,5900.0
Resurs-P2,Russia,Russian Federal Space Agency (Roskosmos),Earth Observation/Communications/Space Science,LEO,2014-12-26,3.0,5900.0
Resurs-P3,Russia,Russian Federal Space Agency (Roskosmos),Earth Observation,LEO,2016-03-13,5.0,5900.0
RISat-1 (Radar Imaging Satellite 1),India,Ministry of Defense,Earth Observation,LEO,2012-04-25,10.0,1858.0
RISat-2 (Radar Imaging Satellite 2),India,Ministry of Defense,Earth Observation,LEO,2009-04-20,10.0,93.0
Rising-2,Japan,Tohoku University/Hokkaido University,Earth Observation,LEO,2014-05-24,10.0,41.0
"Rodnik (Cosmos 2416, Strela 3M)",Russia,Ministry of Defense,Communications,LEO,2005-12-21,10.0,225.0
"Rodnik (Cosmos 2437, Strela 3M)",Russia,Ministry of Defense,Communications,LEO,2008-05-23,5.0,280.0
"Rodnik (Cosmos 2438, Strela 3M)",Russia,Ministry of Defense,Communications,LEO,2008-05-23,5.0,280.0
"Rodnik (Cosmos 2439, Strela 3M)",Russia,Ministry of Defense,Communications,LEO,2008-05-23,5.0,280.0
"Rodnik (Cosmos 2451, Strela 3M)",Russia,Ministry of Defense,Communications,LEO,2009-07-06,5.0,280.0
"Rodnik (Cosmos 2453, Strela 3M)",Russia,Ministry of Defense,Communications,LEO,2009-07-06,5.0,280.0
"Rodnik (Cosmos 2467, Strela 3M)",Russia,Ministry of Defense,Communications,LEO,2010-09-08,3.0,225.0
"Rodnik (Cosmos 2468, Strela 3M)",Russia,Ministry of Defense,Communications,LEO,2010-09-08,3.0,225.0
"Rodnik (Cosmos 2481, Strela 3M)",Russia,Ministry of Defense,Communications,LEO,2012-07-28,5.0,280.0
"Rodnik (Cosmos 2482, Strela 3M)",Russia,Ministry of Defense,Communications,LEO,2013-01-15,5.0,250.0
"Rodnik (Cosmos 2483, Strela 3M)",Russia,Ministry of Defense,Communications,LEO,2013-01-15,5.0,250.0
"Rodnik (Cosmos 2484, Strela 3M)",Russia,Ministry of Defense,Communications,LEO,2013-01-15,5.0,250.0
"Rodnik (Cosmos 2488, Strela 3M)",Russia,Ministry of Defense,Communications,LEO,2013-12-25,5.0,280.0
"Rodnik (Cosmos 2489, Strela 3M)",Russia,Ministry of Defense,Communications,LEO,2013-12-25,5.0,280.0
"Rodnik (Cosmos 2490, Strela 3M)",Russia,Ministry of Defense,Communications,LEO,2013-12-25,5.0,280.0
"Rodnik (Cosmos 2496, Strela 3M)",Russia,Ministry of Defense,Communications,LEO,2014-05-23,5.0,280.0
"Rodnik (Cosmos 2497, Strela 3M)",Russia,Ministry of Defense,Communications,LEO,2014-05-23,5.0,280.0
"Rodnik (Cosmos 2498, Strela 3M)",Russia,Ministry of Defense,Communications,LEO,2014-05-23,5.0,280.0
"Rodnik (Cosmos 2507, Strela 3M)",Russia,Ministry of Defense,Communications,LEO,2015-09-23,5.0,280.0
"Rodnik (Cosmos 2508, Strela 3M)",Russia,Ministry of Defense,Communications,LEO,2015-09-23,5.0,280.0
"Rodnik (Cosmos 2509, Strela 3M)",Russia,Ministry of Defense,Communications,LEO,2015-09-23,5.0,280.0
RS-47 (Cosmos 2499),Russia,Ministry of Defense,Technology Development,LEO,2014-05-23,10.0,1200.0
"Rumba (part of Cluster quartet, Cluster 2 FM5)",ESA,European Space Agency (and 250 international scientific investigators),Space Science,Elliptical,2000-08-09,4.0,1200.0
"Salsa (part of Cluster quartet, Cluster 2 FM6)",ESA,European Space Agency (and 250 international scientific investigators),Space Science,Elliptical,2000-07-16,4.0,1200.0
"Samba (part of Cluster quartet, Cluster 2 FM7)",ESA,European Space Agency (and 250 international scientific investigators),Space Science,Elliptical,2000-07-16,4.0,1200.0
SAMSAT 218D ,Russia,Samara State Aerospace University,Technology Development,LEO,2016-04-27,10.0,2.0
Sapphire (Space Surveillance Mission of Canada),Canada,Department of National Defense,Space Observation,LEO,2013-02-25,5.0,148.0
SARAL (Satellite with ARGOS and ALTIKA),India/France,Indian Space Research Organization (ISRO)/Centre National d'Etudes Spatiales (CNES),Earth Observation,LEO,2013-02-25,5.0,407.0
SAR-Lupe 1,Germany,Armed Forces,Earth Observation,LEO,2006-12-19,10.0,770.0
SAR-Lupe 2,Germany,Armed Forces,Earth Observation,LEO,2007-07-02,10.0,770.0
SAR-Lupe 3,Germany,Armed Forces,Earth Observation,LEO,2007-11-01,10.0,770.0
SAR-Lupe 4,Germany,Armed Forces,Earth Observation,LEO,2008-03-27,10.0,770.0
SAR-Lupe 5,Germany,Armed Forces,Earth Observation,LEO,2008-07-22,10.0,770.0
Sathyabamasat,India,Sathyabama University/IRSO,Earth Science,LEO,2016-06-22,10.0,1.5
Saudicomsat-1,Saudi Arabia,Riyadh Space Research Institute,Technology Development,LEO,2004-06-29,10.0,12.0
Saudicomsat-2 ,Saudi Arabia,Riyadh Space Research Institute,Technology Development,LEO,2004-06-29,10.0,12.0
Saudicomsat-3,Saudi Arabia,Riyadh Space Research Institute,Communications,LEO,2007-04-17,10.0,12.0
Saudicomsat-4,Saudi Arabia,Riyadh Space Research Institute,Communications,LEO,2007-04-17,10.0,12.0
Saudicomsat-5,Saudi Arabia,Riyadh Space Research Institute,Communications,LEO,2007-04-17,10.0,12.0
Saudicomsat-6,Saudi Arabia,Riyadh Space Research Institute,Communications,LEO,2007-04-17,10.0,12.0
Saudicomsat-7,Saudi Arabia,Riyadh Space Research Institute,Communications,LEO,2007-04-17,10.0,12.0
"Saudisat 1C (Oscar 50, SO 50)",Saudi Arabia,"Space Research Institute, King Abdulaziz City for Science and Technology",Communications,LEO,2002-12-20,10.0,10.0
Saudisat-2 ,Saudi Arabia,Riyadh Space Research Institute,Earth Observation,LEO,2004-06-29,10.0,35.0
Saudisat-3 ,Saudi Arabia,Riyadh Space Research Institute,Earth Observation,LEO,2007-04-17,10.0,200.0
Saudisat-4,Saudi Arabia,"Space Research Institute, King Abdulaziz City for Science and Technology",Space Science,LEO,2014-06-19,10.0,100.0
"SBIRS GEO 1 (Space Based Infrared System Geosynchronous 1, USA 230)",USA,US Air Force,Earth Observation,GEO,2011-05-07,12.0,4500.0
"SBIRS GEO 2 (Space Based Infrared System Geosynchronous 2, USA 241)",USA,US Air Force,Earth Observation,GEO,2013-03-19,12.0,4500.0
"SBSS-1 (Space Based Space Surveillance Satellite, SBSS Block 10 SV1, USA 216)",USA,Strategic Space Command/Space Surveillance Network,Space Observation,LEO,2010-09-26,10.0,1031.0
"SB-WASS 3-3 (Space Based Wide Area Surveillance System) (NOSS 3-3, USA 181, NRO L23) ",USA,National Reconnaissance Office/US Navy,Earth Observation,LEO,2005-02-03,10.0,5000.0
"SB-WASS 3-3 (Space Based Wide Area Surveillance System) (NOSS 3-3, USA 181, NRO L23) ",USA,National Reconnaissance Office/US Navy,Earth Observation,LEO,2005-02-03,10.0,5000.0
"SB-WASS 3-4 (Space Based Wide Area Surveillance System) NOSS 3-4, USA 194, NRO L30)",USA,National Reconnaissance Office/US Navy,Earth Observation,LEO,2007-06-15,10.0,5000.0
"SB-WASS 3-4 (Space Based Wide Area Surveillance System) NOSS 3-4, USA 194, NRO L30)",USA,National Reconnaissance Office/US Navy,Earth Observation,LEO,2007-06-15,10.0,5000.0
